netMosAvg,d2cLossAvg,e2eJitterAvg,d2cJitterAvg,e2eLossAvg,jitDepthAvg,playSpeedAvg
4.07486,1,23,23,1,143,1.18
3.92717,2,24,24,2,120,1.2
4.05084,1,23,23,1,93,1.1
4.038930000000001,1,24,24,1,99,1.14
3.8565,2,24,24,2,104,1.16
3.8431300000000004,3,26,26,3,93,1.2
4.022130000000001,1,23,23,1,150,1.08
4.020169999999999,1,25,25,1,94,1.12
4.01976,1,23,23,1,101,1.18
3.74703,4,24,24,4,138,1.2
3.9916699999999996,2,23,23,2,93,1.08
4.00548,2,24,24,2,95,1.1
3.9501699999999995,2,24,24,2,167,1.14
3.7686599999999997,5,24,24,5,89,1.18
3.92887,2,24,24,2,93,1.08
3.9684,2,23,23,2,94,1.12
3.9218300000000004,2,24,24,2,144,1.14
3.72727,5,26,26,5,128,1.18182
3.92456,2,24,24,2,92,1.09091
3.8831599999999997,3,26,26,3,174,1.12
3.90349,3,26,26,3,104,1.14
3.93698,2,24,24,2,99,1.16
3.6544199999999996,6,28,28,6,101,1.2
3.89278,3,26,26,3,98,1.06
3.8949800000000003,3,26,26,3,88,1.1
3.8708699999999996,3,28,28,3,99,1.14
3.6094699999999995,7,30,30,7,148,1.18
3.8605099999999997,4,28,28,4,95,1.04
3.86881,3,28,28,3,91,1.08
3.58815,8,41,41,8,106,1.12
3.88885,4,26,26,4,100,1.08
3.88825,4,28,28,4,96,1.12
3.87238,4,27,27,4,138,1.16
3.63412,8,33,33,8,130,1.18
3.90306,4,28,28,4,105,1.06
3.89105,4,27,27,4,91,1.08
3.8725199999999997,4,29,29,4,201,1.14
3.90021,4,31,31,4,102,1.16
3.6451,9,34,34,9,101,1.2
3.9201300000000003,4,26,26,4,105,1.1
3.90195,4,28,28,4,111,1.14
3.9132800000000003,4,30,30,4,102,1.18
3.6432599999999997,10,34,34,10,96,1.2
3.9035699999999998,4,28,28,4,89,1.06
3.9134,4,29,29,4,96,1.1
3.8898900000000003,5,30,30,5,93,1.14
3.9128,4,31,31,4,179,1.16
3.6928900000000002,10,38,38,10,94,1.04
3.74859,8,34,34,8,93,1.04
3.9244800000000004,4,28,28,4,165,1.1
3.90551,5,31,31,5,89,1.12
3.9152,4,33,33,4,101,1.16
3.90006,5,33,33,5,103,1.18
3.68638,11,39,39,11,194,1.09
3.9888800000000004,3,32,32,3,158,1.0
3.9336699999999998,4,31,31,4,133,1.1
3.92069,5,35,35,5,163,1.14
3.9216,5,35,35,5,114,1.16
3.7542,9,47,47,9,118,1.18
3.96869,4,30,30,4,169,1.03
3.9588400000000004,4,32,32,4,98,1.08
3.98345,4,32,32,4,98,1.12
3.98852,3,35,35,3,129,1.0
3.86196,7,46,46,7,121,1.2
4.0048699999999995,3,32,32,3,87,1.0
4.01061,3,37,37,3,96,1.1
3.9974,3,37,37,3,143,1.0
4.034590000000001,2,36,36,2,113,1.0
4.06471,2,37,37,2,92,1.0
4.06588,1,42,42,1,124,1.0
4.09126,1,30,30,1,124,1.0
3.9244,1,23,23,1,107,1.08
4.10358,0,23,23,0,92,1.12
3.85094,1,23,23,1,90,1.14
3.6155699999999995,4,23,23,4,104,1.18
3.9554099999999996,1,23,23,1,93,1.06
4.11954,0,24,24,0,146,1.1
4.0483,1,24,24,1,98,1.1
3.9836699999999996,1,24,24,1,91,1.14
3.84871,3,26,26,3,99,1.2
4.08513,0,23,23,0,94,1.12
4.09866,0,23,23,0,97,1.16
3.97473,2,24,24,2,89,1.18
3.8748,2,24,24,2,132,1.06
3.8806,2,24,24,2,90,1.08
3.86654,2,24,24,2,94,1.12
4.04038,1,24,24,1,119,1.16
3.9456800000000003,2,23,23,2,134,1.18
3.9514400000000003,3,24,24,3,109,1.2
4.05091,1,24,24,1,156,1.08
3.91135,2,24,24,2,99,1.1
3.98926,2,25,25,2,92,1.14
3.83386,4,24,24,4,110,1.18
3.91015,2,27,27,2,89,1.06
3.89298,3,25,25,3,114,1.08
3.96233,2,24,24,2,117,1.12
3.92961,2,26,26,2,129,1.16
3.61473,7,25,25,7,95,1.2
3.90501,2,27,27,2,126,1.08
3.9477599999999997,2,26,26,2,95,1.12
3.9248300000000005,2,29,29,2,96,1.14
3.6798900000000003,5,28,28,5,96,1.16364
3.9187199999999995,3,26,26,3,149,1.04
3.90829,3,26,26,3,101,1.08
3.8701199999999996,3,26,26,3,101,1.12
3.89543,3,27,27,3,113,1.16
3.62879,7,30,30,7,174,1.2
3.8855199999999996,3,26,26,3,97,1.06
3.8929199999999997,3,26,26,3,106,1.1
3.88175,3,25,25,3,97,1.12
3.8174300000000003,5,28,28,5,92,1.2
3.63306,8,30,30,8,102,1.2
3.9002199999999996,3,29,29,3,135,1.08
3.8902300000000003,4,29,29,4,93,1.1
3.7489,6,30,30,6,91,1.16
3.6508599999999998,8,37,37,8,142,1.18
3.8750699999999996,4,30,30,4,94,1.06
3.89762,4,29,29,4,103,1.1
3.8954800000000005,4,28,28,4,188,1.13
3.9016,4,29,29,4,99,1.16
3.67685,8,35,35,8,133,1.2
3.8834199999999996,5,32,32,5,98,1.08
3.9068099999999997,4,29,29,4,97,1.1
3.91265,4,30,30,4,102,1.16
3.7013,9,35,35,9,102,1.04
3.9196699999999995,4,31,31,4,156,1.08
3.9060599999999996,4,28,28,4,103,1.1
3.89534,5,31,31,5,136,1.14
3.69737,9,36,36,9,105,1.18
3.89705,5,32,32,5,88,1.06
3.92751,4,30,30,4,107,1.12
3.90593,5,36,36,5,163,1.14
3.8111599999999997,7,33,33,7,96,1.18
3.69213,10,39,39,10,90,1.2
3.9315800000000003,5,33,33,5,102,1.06
3.9518400000000002,4,31,31,4,101,1.1
3.93468,5,34,34,5,86,1.14
3.92309,5,34,34,5,109,1.16
3.76251,9,38,38,9,187,1.18
3.9652,4,33,33,4,102,1.06
3.95183,4,34,34,4,95,1.1
3.95873,4,36,36,4,105,1.14
3.8376,8,43,43,8,121,1.0
4.01098,3,36,36,3,95,1.04
4.01203,3,32,32,3,93,1.1
4.01265,3,35,35,3,162,1.0
3.92101,6,48,48,6,109,1.0
4.02059,3,43,43,3,101,1.0
4.046819999999999,2,40,40,2,141,1.0
4.03961,2,42,42,2,113,1.0
4.0755300000000005,1,47,47,1,113,1.0
3.7867,5,31,31,5,137,1.04
4.00062,0,24,24,0,89,1.06
4.11116,0,23,23,0,95,1.12
4.0336099999999995,1,24,24,1,114,1.18
3.8645300000000002,2,24,24,2,85,1.04
4.00507,1,31,31,1,95,1.08
4.11964,0,23,23,0,90,1.1
4.08592,0,24,24,0,114,1.12
4.06375,1,23,23,1,121,1.16
3.86093,3,25,25,3,96,1.16
3.98414,2,25,25,2,96,1.2
4.07777,1,24,24,1,155,1.06
3.97231,2,24,24,2,91,1.1
3.9730199999999996,1,25,25,1,94,1.1
3.98449,2,24,24,2,112,1.12
4.04467,1,23,23,1,180,1.14
3.93289,3,23,23,3,97,1.18
3.99991,1,23,23,1,133,1.06
3.89632,2,26,26,2,92,1.08
4.02008,1,24,24,1,90,1.12
3.90542,2,24,24,2,96,1.14
3.77295,5,24,24,5,101,1.2
3.9754,2,24,24,2,101,1.06
3.89318,3,24,24,3,144,1.1
3.9024900000000002,2,24,24,2,98,1.14
3.76654,5,26,26,5,101,1.18
3.8913,3,24,24,3,133,1.06
3.9242800000000004,3,28,28,3,93,1.12
3.93091,3,27,27,3,97,1.16
3.9628300000000003,2,24,24,2,101,1.18
3.64707,6,29,29,6,100,1.2
3.9261699999999995,2,27,27,2,99,1.08
3.9172,3,27,27,3,94,1.14
3.61982,7,29,29,7,119,1.16
3.91238,3,28,28,3,96,1.06
3.87679,3,27,27,3,105,1.08
3.8658699999999997,4,28,28,4,190,1.15
3.8875599999999997,3,27,27,3,98,1.14
3.62771,7,32,32,7,114,1.18
3.8801699999999997,3,28,28,3,94,1.04
3.8666400000000003,4,29,29,4,94,1.06
3.87764,4,29,29,4,100,1.1
3.87172,4,29,29,4,105,1.12
3.90237,4,28,28,4,151,1.16
3.6584800000000004,8,34,34,8,100,1.18
3.8916699999999995,4,27,27,4,101,1.06
3.87892,4,29,29,4,163,1.1
3.7759199999999997,6,42,42,6,100,1.14
3.88038,4,28,28,4,93,1.0
3.6464800000000004,9,40,40,9,143,1.2
3.88185,5,33,33,5,103,1.1
3.89563,5,28,28,5,93,1.14
3.6739599999999997,10,36,36,10,136,1.18
3.8894599999999997,5,33,33,5,94,1.06
3.90032,5,30,30,5,90,1.08
3.8959900000000003,5,30,30,5,96,1.1
3.92565,4,30,30,4,114,1.16
3.89716,5,30,30,5,116,1.18
3.71792,9,38,38,9,93,1.2
3.90564,5,32,32,5,89,1.08
3.93767,4,31,31,4,91,1.0
3.93506,4,29,29,4,98,1.16
3.7377,10,39,39,10,132,1.05
3.94984,4,32,32,4,90,1.08
3.97001,4,30,30,4,99,1.14
3.95191,4,34,34,4,111,1.16
3.8056699999999997,8,41,41,8,168,1.2
3.95741,4,33,33,4,96,1.06
3.9774800000000003,4,33,33,4,98,1.0
4.00542,3,44,44,3,99,1.0
3.81578,8,49,49,8,91,1.0
4.0016099999999994,3,34,34,3,90,1.08
4.0279300000000005,3,34,34,3,168,1.0
4.01425,3,34,34,3,117,1.0
3.9398400000000002,5,45,45,5,101,1.0
4.05041,2,37,37,2,109,1.0
4.05181,2,35,35,2,131,1.0
4.08948,1,31,31,1,95,1.0
4.0882,1,32,32,1,96,1.0
3.89414,1,23,23,1,100,1.16
3.8439,2,23,23,2,96,1.18
3.88365,2,23,23,2,91,1.2
3.78504,3,23,23,3,99,1.06
3.8452599999999997,3,23,23,3,92,1.1
3.85954,2,27,27,2,99,1.12
4.10774,0,24,24,0,167,1.18
3.75693,4,39,39,4,123,1.2
4.0883400000000005,0,24,24,0,98,1.06
3.8851400000000003,2,25,25,2,169,1.1
3.9183,2,25,25,2,92,1.16
3.88423,3,25,25,3,98,1.2
3.94035,3,25,25,3,100,1.06
4.0407,1,23,23,1,97,1.04
4.0347800000000005,1,23,23,1,111,1.08
3.99506,2,23,23,2,154,1.12
3.7856400000000003,4,23,23,4,121,1.18
3.90745,2,24,24,2,121,1.08
4.00408,2,24,24,2,104,1.12
3.9266699999999997,2,23,23,2,130,1.14
3.96435,2,24,24,2,114,1.18
3.7197199999999997,5,24,24,5,123,1.2
3.75825,4,28,28,4,87,1.12
3.9308,2,24,24,2,164,1.12
3.93117,3,25,25,3,102,1.14
3.9452800000000003,2,23,23,2,96,1.16
3.7043800000000005,5,24,24,5,141,1.2
3.94674,2,28,28,2,96,1.05455
3.9254800000000003,2,25,25,2,94,1.1
3.89172,3,26,26,3,186,1.12
3.88234,3,27,27,3,105,1.16
3.66229,6,28,28,6,93,1.2
3.8757900000000003,3,27,27,3,90,1.1
3.87126,3,27,27,3,168,1.14
3.8625,4,29,29,4,92,1.16
3.6124199999999997,8,31,31,8,95,1.2
3.88692,3,27,27,3,149,1.04
3.89995,3,27,27,3,104,1.09091
3.8918800000000005,3,28,28,3,96,1.12
3.89331,3,30,30,3,98,1.16
3.63535,9,34,34,9,103,1.02
3.89641,4,28,28,4,100,1.06
3.8788,4,30,30,4,108,1.08
3.90516,4,29,29,4,185,1.15
3.86827,4,28,28,4,101,1.16
3.68565,8,35,35,8,94,1.04
3.90066,4,28,28,4,133,1.08
3.88559,4,30,30,4,92,1.0
3.9066300000000003,4,30,30,4,116,1.14
3.70159,9,37,37,9,123,1.18
3.9098,4,32,32,4,97,1.08
3.9159599999999997,4,28,28,4,93,1.12
3.92579,4,30,30,4,148,1.16
3.71964,9,36,36,9,134,1.2
3.9018599999999997,5,30,30,5,92,1.08
3.93854,4,30,30,4,156,1.12
3.8952699999999996,5,33,33,5,104,1.14
3.91591,5,33,33,5,100,1.18
3.71204,10,42,42,10,102,1.2
3.8163400000000003,8,41,41,8,103,1.1
3.9332800000000003,5,32,32,5,95,1.08
3.91466,5,33,33,5,104,1.1
3.9597,4,31,31,4,101,1.12
3.9409099999999997,5,32,32,5,127,1.16
3.79851,8,39,39,8,132,1.2
3.94665,4,34,34,4,92,1.06
3.9438699999999995,5,35,35,5,155,1.1
4.0008,3,32,32,3,97,1.06364
3.96221,4,36,36,4,99,1.16
3.86962,7,51,51,7,123,1.2
3.99097,4,33,33,4,102,1.0
3.99566,3,36,36,3,91,1.0
3.9842800000000005,4,40,40,4,133,1.0
4.04015,2,35,35,2,131,1.0
4.070209999999999,1,34,34,1,95,1.0
4.03452,2,39,39,2,120,1.0
4.08525,1,32,32,1,134,1.0
3.87667,2,46,46,2,99,1.12
4.13,0,23,23,0,173,1.16
3.8733,1,23,23,1,97,1.18
4.12062,0,23,23,0,97,1.06
3.8352800000000005,3,23,23,3,96,1.08
4.09844,0,24,24,0,161,1.1
3.84675,2,23,23,2,96,1.12
4.05853,0,24,24,0,95,1.16
3.90982,2,24,24,2,171,1.18
3.93455,2,25,25,2,92,1.06
4.04706,1,24,24,1,95,1.08
4.07634,1,23,23,1,96,1.12
3.8683,2,24,24,2,101,1.14
3.9006,3,28,28,3,110,1.2
3.9455199999999997,2,28,28,2,92,1.08
3.96504,2,31,31,2,160,1.12
4.02372,1,24,24,1,103,1.16
3.8948199999999997,3,24,24,3,101,1.2
3.98982,2,26,26,2,143,1.06
4.00671,2,24,24,2,105,1.1
3.9580300000000004,2,26,26,2,99,1.14
3.821,4,25,25,4,100,1.18
3.86378,3,30,30,3,99,1.06
3.9372199999999995,2,24,24,2,98,1.08
3.9197300000000004,2,27,27,2,128,1.12
3.91295,3,27,27,3,130,1.16
3.7535800000000004,5,28,28,5,96,1.18
3.89426,3,27,27,3,95,1.06
3.9048599999999998,3,26,26,3,162,1.1
3.75927,4,29,29,4,101,1.12
3.90741,3,27,27,3,111,1.12
3.8896,3,26,26,3,123,1.16
3.66623,6,31,31,6,112,1.2
3.8866099999999997,3,27,27,3,94,1.06
3.8637900000000003,3,26,26,3,105,1.1
3.8886199999999995,3,27,27,3,140,1.14
3.6295800000000003,7,29,29,7,104,1.18
3.86507,4,29,29,4,93,1.06
3.8978599999999997,3,29,29,3,152,1.1
3.8660300000000003,4,27,27,4,97,1.12
3.87994,4,29,29,4,103,1.18
3.47145,11,34,34,11,130,1.04
3.75605,7,30,30,7,92,1.06
3.89333,4,31,31,4,91,1.1
3.87731,5,28,28,5,123,1.12
3.6689599999999998,8,33,33,8,98,1.16
3.89404,4,28,28,4,102,1.04
3.88461,4,29,29,4,160,1.12
3.8763099999999997,4,29,29,4,94,1.12
3.8784,5,31,31,5,92,1.14
3.8794699999999995,5,29,29,5,87,1.16
3.6819699999999997,9,35,35,9,92,1.2
3.90193,4,30,30,4,94,1.06
3.92171,4,28,28,4,99,1.0
3.91224,4,30,30,4,166,1.16
3.68649,10,37,37,10,98,1.18
3.96354,4,30,30,4,102,1.0
3.66906,10,35,35,10,111,1.2
3.89742,5,31,31,5,151,1.1
3.94233,4,31,31,4,107,1.0
3.90786,5,31,31,5,111,1.14
3.9319300000000004,4,32,32,4,94,1.16
3.72997,10,37,37,10,102,1.2
3.91825,5,33,33,5,100,1.06
3.95865,4,32,32,4,120,1.08
3.96726,4,31,31,4,97,1.14
3.75388,10,41,41,10,146,1.1
3.9466699999999997,4,35,35,4,95,1.06
3.97292,4,33,33,4,98,1.1
4.00191,3,33,33,3,104,1.12
4.0107800000000005,3,33,33,3,95,1.0
3.8622699999999996,7,45,45,7,95,1.18
4.00322,3,38,38,3,97,1.0
4.00739,3,41,41,3,175,1.0
4.01871,3,38,38,3,95,1.07
4.0628,2,32,32,2,96,1.0
4.00425,3,56,56,3,108,1.0
4.0648,1,31,31,1,171,1.0
3.8721699999999997,1,23,23,1,107,1.14
3.99211,0,25,25,0,97,1.18
3.8314,2,23,23,2,99,1.2
3.9149,1,26,26,1,100,1.08
4.11913,0,23,23,0,100,1.12
4.11941,0,34,34,0,133,1.16
3.77693,4,28,28,4,116,1.18
3.9805099999999998,1,24,24,1,88,1.04
4.08314,0,23,23,0,100,1.08
3.8514800000000005,3,36,36,3,119,1.12
4.02745,1,23,23,1,119,1.16
3.91888,2,24,24,2,95,1.16
3.83434,3,23,23,3,102,1.2
4.02652,1,24,24,1,104,1.06
3.8682199999999995,2,23,23,2,103,1.1
3.84973,2,23,23,2,136,1.14
3.7184,5,24,24,5,124,1.18
4.03993,1,25,25,1,91,1.06
3.98386,2,23,23,2,103,1.12
3.8872699999999996,2,23,23,2,96,1.16
3.75751,5,25,25,5,94,1.18
3.9641599999999997,2,23,23,2,98,1.06
3.9560800000000005,2,23,23,2,105,1.1
3.9610800000000004,2,23,23,2,96,1.14
3.90233,2,23,23,2,130,1.18
3.69731,5,29,29,5,118,1.2
3.90469,3,24,24,3,102,1.06
3.9319,2,25,25,2,98,1.1
3.88139,3,27,27,3,110,1.14
3.82591,3,24,24,3,119,1.18
3.61804,6,28,28,6,90,1.04
3.8597,3,28,28,3,93,1.06
3.87146,3,27,27,3,105,1.1
3.8619199999999996,3,29,29,3,103,1.14
3.8898300000000003,3,28,28,3,131,1.18
3.7761099999999996,5,32,32,5,116,1.2
3.63836,7,31,31,7,93,1.2
3.8866300000000003,3,27,27,3,113,1.1
3.86525,4,28,28,4,112,1.14
3.64362,7,30,30,7,97,1.18
3.8719,4,28,28,4,93,1.06
3.88196,3,27,27,3,87,1.08
3.87013,4,27,27,4,93,1.12
3.872,4,29,29,4,94,1.16
3.65407,8,33,33,8,111,1.18
3.8936599999999997,4,28,28,4,98,1.05455
3.87954,4,31,31,4,90,1.1
3.8794199999999996,4,30,30,4,87,1.14
3.9006800000000004,4,29,29,4,164,1.16
3.67076,9,40,40,9,89,1.2
3.8832800000000005,5,29,29,5,89,1.08
3.88109,4,31,31,4,102,1.12
3.88196,5,30,30,5,99,1.16
3.66569,9,35,35,9,121,1.2
3.88999,5,31,31,5,88,1.06
3.9097699999999995,4,30,30,4,99,1.1
3.92717,4,38,38,4,119,1.14
3.89212,5,31,31,5,127,1.16
3.6621099999999998,10,36,36,10,96,1.02
3.9054699999999998,5,31,31,5,144,1.06
3.89972,5,31,31,5,89,1.0
3.90297,5,28,28,5,88,1.1
3.9356800000000005,4,31,31,4,98,1.16364
3.73409,9,44,44,9,106,1.2
3.9313800000000003,5,32,32,5,146,1.09091
3.9738900000000004,4,31,31,4,100,1.0
3.96306,4,30,30,4,94,1.0
3.7766300000000004,9,43,43,9,153,1.06
3.9389999999999996,5,34,34,5,93,1.06
3.9353599999999997,5,33,33,5,98,1.0
3.97335,4,33,33,4,101,1.14
3.8555800000000002,7,43,43,7,102,1.18
4.02182,3,31,31,3,97,1.14
3.97183,4,34,34,4,140,1.16
3.89875,6,44,44,6,119,1.2
4.04631,2,34,34,2,91,1.0
3.9397800000000003,5,47,47,5,127,1.0
4.054469999999999,2,33,33,2,135,1.0
4.0341,2,45,45,2,90,1.0
4.0757900000000005,1,45,45,1,104,1.0
3.8441199999999998,2,29,29,2,101,1.02
4.03855,0,23,23,0,79,1.04
4.11966,0,23,23,0,94,1.06
4.13,0,24,24,0,129,1.12
3.82665,2,23,23,2,157,1.18
3.8377800000000004,3,39,39,3,110,1.18
4.10869,0,23,23,0,94,1.06
4.0467,1,24,24,1,172,1.08
4.09782,0,23,23,0,106,1.12
3.99361,2,24,24,2,96,1.18
4.1084,0,23,23,0,100,1.18
3.78281,4,23,23,4,93,1.2
3.8391,3,25,25,3,88,1.04
4.06733,1,25,25,1,126,1.1
3.98504,1,25,25,1,100,1.12
4.04218,1,24,24,1,96,1.16
3.80323,4,27,27,4,160,1.2
3.9490199999999995,2,24,24,2,91,1.06
4.00369,1,24,24,1,95,1.12
3.8512199999999996,4,28,28,4,93,1.18
3.9379199999999996,2,24,24,2,85,1.06
3.9926800000000005,2,24,24,2,90,1.1
3.96814,2,23,23,2,95,1.14
3.7963,4,27,27,4,132,1.18
3.93955,2,24,24,2,92,1.06
3.95905,2,24,24,2,94,1.10909
3.9388099999999997,2,25,25,2,109,1.16
3.72099,5,26,26,5,140,1.2
3.9260599999999997,2,27,27,2,88,1.06
3.92518,3,24,24,3,90,1.1
3.88973,3,26,26,3,91,1.12
3.91045,3,25,25,3,94,1.14
3.88941,3,27,27,3,138,1.18
3.4852199999999995,9,32,32,9,87,1.1
3.91206,3,28,28,3,106,1.1
3.872,4,27,27,4,170,1.14
3.89399,3,27,27,3,105,1.16
3.6141400000000004,8,31,31,8,103,1.2
3.86259,4,28,28,4,96,1.06
3.8938699999999997,3,27,27,3,93,1.1
3.8665800000000004,3,28,28,3,100,1.12
3.71025,6,34,34,6,97,1.16
3.88927,4,28,28,4,100,1.16
3.6246699999999996,9,33,33,9,139,1.2
3.9013199999999997,4,30,30,4,89,1.08
3.8995300000000004,4,29,29,4,92,1.1
3.7975199999999996,7,35,35,7,107,1.18
3.6619599999999997,9,36,36,9,103,1.0
3.92547,4,26,26,4,76,1.07273
3.8919900000000003,5,33,33,5,98,1.12
3.6421300000000003,10,39,39,10,104,1.16
3.91353,4,29,29,4,88,1.08
3.89077,5,31,31,5,183,1.1
3.91374,4,30,30,4,92,1.14
3.89857,5,30,30,5,97,1.18
3.65361,10,35,35,10,154,1.04
3.8980300000000003,5,31,31,5,88,1.06
3.90047,5,30,30,5,94,1.1
3.8739999999999997,6,33,33,6,174,1.14
3.91575,5,31,31,5,96,1.16
3.9119,5,29,29,5,101,1.0
3.7559400000000003,9,42,42,9,105,1.2
3.94735,4,31,31,4,125,1.08
3.9492,4,31,31,4,95,1.12
3.95839,4,34,34,4,88,1.14
3.9393199999999995,5,34,34,5,94,1.18
3.8225,8,38,38,8,104,1.2
3.9512099999999997,4,36,36,4,163,1.08
3.9914099999999997,3,31,31,3,90,1.12
3.99225,3,32,32,3,96,1.14
4.02338,3,32,32,3,95,1.0
3.8451400000000002,8,48,48,8,96,1.04
4.01687,3,34,34,3,164,1.06
4.02937,2,34,34,2,93,1.0
3.97959,4,36,36,4,103,1.0
4.0631699999999995,2,31,31,2,123,1.0
4.05975,2,39,39,2,105,1.0
4.09141,1,38,38,1,124,1.0
4.13,0,23,23,0,120,1.06
3.8684199999999995,3,26,26,3,95,1.1
3.89704,1,23,23,1,98,1.12
4.0278,0,23,23,0,144,1.14
4.10004,0,23,23,0,121,1.18
3.8629599999999997,2,24,24,2,87,1.14
3.8193300000000003,3,27,27,3,147,1.18
4.01682,1,25,25,1,89,1.06
4.09944,0,23,23,0,97,1.1
3.89278,2,25,25,2,97,1.16
3.7847199999999996,5,25,25,5,107,1.18
4.08735,1,23,23,1,99,1.16
3.8706,3,26,26,3,97,1.2
3.7696199999999997,3,23,23,3,127,1.08
3.86081,4,24,24,4,95,1.1
3.88786,2,24,24,2,101,1.16
3.81843,4,27,27,4,100,1.2
4.035080000000001,1,24,24,1,143,1.06
4.01392,2,24,24,2,88,1.08
3.90639,2,25,25,2,101,1.1
3.95561,2,25,25,2,94,1.14
3.8209400000000002,4,25,25,4,94,1.18
3.90905,2,24,24,2,99,1.08
3.9522800000000005,2,24,24,2,114,1.12
3.91825,2,23,23,2,115,1.16
3.66855,6,27,27,6,95,1.18
3.94841,2,27,27,2,102,1.06
3.8931400000000003,3,26,26,3,96,1.1
3.89941,3,26,26,3,88,1.14
3.8855,3,27,27,3,106,1.16
3.65067,6,29,29,6,90,1.04
3.89661,3,27,27,3,98,1.08
3.87299,3,25,25,3,91,1.12
3.8937800000000005,3,29,29,3,91,1.14
3.88495,3,27,27,3,128,1.16
3.61901,7,31,31,7,130,1.2
3.87025,3,29,29,3,88,1.08
3.86741,3,28,28,3,156,1.12
3.86697,3,29,29,3,93,1.16
3.6465300000000003,8,31,31,8,108,1.18
3.8806,4,28,28,4,94,1.06
3.8880800000000004,4,28,28,4,99,1.08
3.8956,4,29,29,4,89,1.12
3.8747800000000003,4,27,27,4,131,1.16
3.6292400000000002,8,35,35,8,135,1.2
3.8999599999999996,4,28,28,4,89,1.08
3.8934900000000003,4,26,26,4,98,1.1
3.87981,5,30,30,5,118,1.14
3.9069199999999995,4,28,28,4,92,1.18
3.65562,9,36,36,9,103,1.2
3.90732,4,27,27,4,100,1.06
3.92138,4,29,29,4,102,1.1
3.8838,4,31,31,4,92,1.12
3.88628,5,30,30,5,128,1.14
3.69014,9,38,38,9,122,1.18
3.84291,6,42,42,6,96,1.08
3.93051,4,32,32,4,95,1.0
3.94949,3,32,32,3,149,1.16
3.90622,5,33,33,5,168,1.18
3.7240699999999998,9,42,42,9,96,1.2
3.91727,5,32,32,5,89,1.08
3.94709,4,32,32,4,98,1.12
3.93959,4,30,30,4,91,1.14
3.6608300000000003,11,38,38,11,127,1.16
3.8879300000000003,6,35,35,6,95,1.2
3.9400800000000005,5,34,34,5,92,1.0
3.94599,4,32,32,4,164,1.08
3.93453,5,35,35,5,105,1.12
3.9775400000000003,4,32,32,4,96,1.0
3.80754,8,43,43,8,93,1.18
3.9890199999999996,3,32,32,3,90,1.06
4.00093,3,32,32,3,98,1.0
4.02665,3,30,30,3,109,1.14
4.02148,3,35,35,3,181,1.18
3.94369,5,43,43,5,101,1.02
4.016719999999999,3,41,41,3,98,1.0
4.0403400000000005,2,34,34,2,164,1.1
4.07837,1,31,31,1,106,1.0
4.05513,2,40,40,2,98,1.0
3.8210900000000003,4,30,30,4,105,1.04
3.97529,1,23,23,1,95,1.06
4.13,0,23,23,0,104,1.1
4.11972,0,24,24,0,125,1.16
3.7242699999999997,3,25,25,3,141,1.19
3.89828,1,24,24,1,88,1.04
4.10795,0,23,23,0,111,1.08
4.09886,0,24,24,0,152,1.12
3.8518,3,26,26,3,96,1.0
3.78758,3,38,38,3,101,1.18
3.96625,1,23,23,1,91,1.04
3.87355,2,29,29,2,103,1.06
4.05162,1,23,23,1,92,1.1
4.0662,1,23,23,1,146,1.14
3.59246,6,24,24,6,107,1.18
4.0172099999999995,1,25,25,1,99,1.06
4.00814,1,25,25,1,115,1.1
3.9871199999999996,2,23,23,2,135,1.14
3.8952400000000003,3,26,26,3,99,1.18
3.9729400000000004,2,24,24,2,94,1.06
3.7806699999999998,4,28,28,4,94,1.12
3.9825800000000005,2,26,26,2,102,1.12
3.9679800000000003,2,24,24,2,98,1.14
3.8044,4,26,26,4,151,1.2
3.8897,3,24,24,3,95,1.06
3.95667,2,24,24,2,94,1.10909
3.91647,3,24,24,3,176,1.16
3.70529,5,29,29,5,99,1.18
3.90371,3,26,26,3,105,1.06
3.9378800000000003,2,26,26,2,96,1.1
3.9302900000000003,2,27,27,2,99,1.14
3.9164800000000004,3,28,28,3,95,1.16
3.6396599999999997,6,30,30,6,111,1.18
3.8833599999999997,3,27,27,3,131,1.09
3.85247,3,27,27,3,100,1.1
3.85806,3,26,26,3,100,1.12
3.74494,6,27,27,6,102,1.16
3.6064599999999998,8,33,33,8,109,1.18
3.8715300000000004,3,28,28,3,99,1.08
3.88351,3,28,28,3,89,1.1
3.8747199999999995,3,28,28,3,92,1.14
3.64324,7,33,33,7,102,1.18
3.8801300000000003,3,28,28,3,106,1.03
3.86374,4,28,28,4,90,1.1
3.8771699999999996,4,29,29,4,95,1.14
3.6305,8,35,35,8,107,1.18
3.90179,4,28,28,4,89,1.06
3.89059,4,29,29,4,101,1.08
3.9032400000000003,4,29,29,4,102,1.12
3.87402,4,31,31,4,93,1.16
3.68762,8,35,35,8,95,1.2
3.90961,4,30,30,4,107,1.08
3.9066699999999996,4,30,30,4,161,1.10909
3.8857,5,32,32,5,95,1.16
3.6520699999999997,10,37,37,10,100,1.2
3.90176,5,30,30,5,138,1.08
3.9194699999999996,4,32,32,4,108,1.12
3.90295,5,30,30,5,98,1.14
3.8929,5,28,28,5,108,1.16
3.67547,10,42,42,10,99,1.02
3.93552,4,30,30,4,92,1.06
3.93433,4,31,31,4,98,1.08
3.9285,4,30,30,4,144,1.14
3.91776,5,31,31,5,129,1.18
